idna_subject,checker_type,destination,tested_at
206.238.46.86,AVAILABILITY,origin.list,2023-06-09 06:56:05.019669
23.109.248.130,AVAILABILITY,origin.list,2023-06-09 06:56:05.956569
206.238.46.85,AVAILABILITY,origin.list,2023-06-09 06:56:07.041066
23.109.248.14,AVAILABILITY,origin.list,2023-06-09 06:56:07.084796
156.225.131.108,AVAILABILITY,origin.list,2023-06-09 06:56:07.736511
23.109.248.13,AVAILABILITY,origin.list,2023-06-09 06:56:07.809655
23.109.248.141,AVAILABILITY,origin.list,2023-06-09 06:56:07.966846
23.109.248.140,AVAILABILITY,origin.list,2023-06-09 06:56:08.500952
23.109.248.15,AVAILABILITY,origin.list,2023-06-09 06:56:08.558112
206.238.46.87,AVAILABILITY,origin.list,2023-06-09 06:56:08.627569
156.225.131.103,AVAILABILITY,origin.list,2023-06-09 06:56:09.215316
23.109.248.151,AVAILABILITY,origin.list,2023-06-09 06:56:09.390857
23.109.248.159,AVAILABILITY,origin.list,2023-06-09 06:56:09.971498
23.109.248.16,AVAILABILITY,origin.list,2023-06-09 06:56:10.150017
23.109.248.153,AVAILABILITY,origin.list,2023-06-09 06:56:10.624608
23.109.248.155,AVAILABILITY,origin.list,2023-06-09 06:56:10.914434
23.109.248.17,AVAILABILITY,origin.list,2023-06-09 06:56:11.374193
23.109.248.135,AVAILABILITY,origin.list,2023-06-09 06:56:11.672358
23.109.248.164,AVAILABILITY,origin.list,2023-06-09 06:56:12.127543
23.109.248.161,AVAILABILITY,origin.list,2023-06-09 06:56:12.430846
23.109.248.160,AVAILABILITY,origin.list,2023-06-09 06:56:13.196135
23.109.248.169,AVAILABILITY,origin.list,2023-06-09 06:56:13.960728
23.109.248.181,AVAILABILITY,origin.list,2023-06-09 06:56:14.782849
23.109.248.170,AVAILABILITY,origin.list,2023-06-09 06:56:15.540492
23.109.248.179,AVAILABILITY,origin.list,2023-06-09 06:56:16.300196
23.109.248.175,AVAILABILITY,origin.list,2023-06-09 06:56:17.054877
156.225.131.119,AVAILABILITY,origin.list,2023-06-09 06:56:18.916414
156.225.131.117,AVAILABILITY,origin.list,2023-06-09 06:56:19.091566
23.109.248.177,AVAILABILITY,origin.list,2023-06-09 06:56:20.033243
23.109.248.187,AVAILABILITY,origin.list,2023-06-09 06:56:20.785760
23.109.248.186,AVAILABILITY,origin.list,2023-06-09 06:56:21.440664
23.109.248.183,AVAILABILITY,origin.list,2023-06-09 06:56:22.200064
